battle_id,name,pokemon_id,type,primary_type,pokemon_class,attack,defense,speed,hp,effectiveness,opponent_id,opponent_name,opponent_primary_type,attack_first,is_winner
32,Florges,671,Fairy,Fairy,Normal,65,68,75,78,0.5,123,Scyther,Bug,False,False
33,Scyther,123,Bug,Bug,Normal,110,80,105,70,1.0,210,Granbull,Fairy,True,True
33,Granbull,210,Fairy,Fairy,Normal,120,75,45,90,0.5,123,Scyther,Bug,False,False
34,Scyther,123,Bug,Bug,Normal,110,80,105,70,1.0,869,Alcremie,Fairy,True,True
34,Alcremie,869,Fairy,Fairy,Normal,60,75,64,65,0.5,123,Scyther,Bug,False,False
35,Marshadow,802,Fighting,Fighting,Mythical,125,80,125,90,0.25,123,Scyther,Bug,True,True
35,Scyther,123,Bug,Bug,Normal,110,80,105,70,0.25,802,Marshadow,Fighting,False,False
36,Scyther,123,Bug,Bug,Normal,110,80,105,70,0.25,865,Sirfetchd,Fighting,True,True
36,Sirfetchd,865,Fighting,Fighting,Normal,135,95,65,62,0.5,123,Scyther,Bug,False,False
37,Scyther,123,Bug,Bug,Normal,110,80,105,70,0.25,892,Urshifu Single Strike,Fighting,True,True
37,Urshifu Single Strike,892,Fighting,Fighting,Legendary,130,100,97,100,1.0,123,Scyther,Bug,False,False
38,Scyther,123,Bug,Bug,Normal,110,80,105,70,0.25,534,Conkeldurr,Fighting,True,True
38,Conkeldurr,534,Fighting,Fighting,Normal,140,95,45,105,0.5,123,Scyther,Bug,False,False
39,Mienshao,620,Fighting,Fighting,Normal,125,60,105,65,0.5,123,Scyther,Bug,False,True
39,Scyther,123,Bug,Bug,Normal,110,80,105,70,0.25,620,Mienshao,Fighting,False,False
40,Scyther,123,Bug,Bug,Normal,110,80,105,70,0.25,740,Crabominable,Fighting,True,True
40,Crabominable,740,Fighting,Fighting,Normal,132,77,43,97,0.5,123,Scyther,Bug,False,False
41,Scyther,123,Bug,Bug,Normal,110,80,105,70,0.25,675,Pangoro,Fighting,True,True
41,Pangoro,675,Fighting,Fighting,Normal,124,78,58,95,1.0,123,Scyther,Bug,False,False
42,Scyther,123,Bug,Bug,Normal,110,80,105,70,2.0,727,Incineroar,Fire,True,True
42,Incineroar,727,Fire,Fire,Normal,115,90,60,95,1.0,123,Scyther,Bug,False,False
43,Scyther,123,Bug,Bug,Normal,110,80,105,70,2.0,136,Flareon,Fire,True,True
43,Flareon,136,Fire,Fire,Normal,130,60,65,65,0.5,123,Scyther,Bug,False,False
44,Scyther,123,Bug,Bug,Normal,110,80,105,70,2.0,257,Blaziken,Fire,True,True
44,Blaziken,257,Fire,Fire,Normal,120,70,80,80,0.25,123,Scyther,Bug,False,False
45,Scyther,123,Bug,Bug,Normal,110,80,105,70,2.0,555,Darmanitan Standard,Fire,True,True
45,Darmanitan Standard,555,Fire,Fire,Normal,140,55,95,105,0.5,123,Scyther,Bug,False,False
46,Scyther,123,Bug,Bug,Normal,110,80,105,70,2.0,244,Entei,Fire,True,True
46,Entei,244,Fire,Fire,Legendary,115,85,100,115,0.5,123,Scyther,Bug,False,False
47,Scyther,123,Bug,Bug,Normal,110,80,105,70,2.0,250,Ho Oh,Fire,True,True
47,Ho Oh,250,Fire,Fire,Legendary,130,90,90,106,0.25,123,Scyther,Bug,False,False
48,Scyther,123,Bug,Bug,Normal,110,80,105,70,2.0,851,Centiskorch,Fire,True,True
48,Centiskorch,851,Fire,Fire,Normal,115,65,65,100,0.5,123,Scyther,Bug,False,False
49,Tornadus Incarnate,641,Flying,Flying,Legendary,115,70,111,79,0.5,123,Scyther,Bug,True,True
49,Scyther,123,Bug,Bug,Normal,110,80,105,70,2.0,641,Tornadus Incarnate,Flying,False,False
50,Scyther,123,Bug,Bug,Normal,110,80,105,70,2.0,823,Corviknight,Flying,True,True
50,Corviknight,823,Flying,Flying,Normal,87,105,67,98,0.25,123,Scyther,Bug,False,False
51,Scyther,123,Bug,Bug,Normal,110,80,105,70,2.0,821,Rookidee,Flying,True,True
51,Rookidee,821,Flying,Flying,Normal,47,35,57,38,0.5,123,Scyther,Bug,False,False
52,Scyther,123,Bug,Bug,Normal,110,80,105,70,2.0,845,Cramorant,Flying,True,True
52,Cramorant,845,Flying,Flying,Normal,85,55,85,70,0.5,123,Scyther,Bug,False,False
53,Scyther,123,Bug,Bug,Normal,110,80,105,70,2.0,822,Corvisquire,Flying,True,True
53,Corvisquire,822,Flying,Flying,Normal,67,55,77,68,0.5,123,Scyther,Bug,False,False
54,Noivern,715,Flying,Flying,Normal,70,80,123,85,0.5,123,Scyther,Bug,True,True
54,Scyther,123,Bug,Bug,Normal,110,80,105,70,2.0,715,Noivern,Flying,False,False
55,Scyther,123,Bug,Bug,Normal,110,80,105,70,2.0,714,Noibat,Flying,True,True
55,Noibat,714,Flying,Flying,Normal,30,35,55,40,0.5,123,Scyther,Bug,False,False
56,Scyther,123,Bug,Bug,Normal,110,80,105,70,1.0,778,Mimikyu Disguised,Ghost,True,True
56,Mimikyu Disguised,778,Ghost,Ghost,Normal,90,80,96,55,0.25,123,Scyther,Bug,False,False
57,Scyther,123,Bug,Bug,Normal,110,80,105,70,1.0,354,Banette,Ghost,True,True
57,Banette,354,Ghost,Ghost,Normal,115,65,65,64,0.5,123,Scyther,Bug,False,False
58,Scyther,123,Bug,Bug,Normal,110,80,105,70,1.0,864,Cursola,Ghost,True,True
58,Cursola,864,Ghost,Ghost,Normal,95,50,30,60,0.5,123,Scyther,Bug,False,False
59,Scyther,123,Bug,Bug,Normal,110,80,105,70,1.0,781,Dhelmise,Ghost,True,True
59,Dhelmise,781,Ghost,Ghost,Normal,131,100,40,70,1.0,123,Scyther,Bug,False,False
60,Scyther,123,Bug,Bug,Normal,110,80,105,70,1.0,711,Gourgeist Average,Ghost,True,True
60,Gourgeist Average,711,Ghost,Ghost,Normal,90,122,84,65,1.0,123,Scyther,Bug,False,False
61,Scyther,123,Bug,Bug,Normal,110,80,105,70,1.0,709,Trevenant,Ghost,True,True
61,Trevenant,709,Ghost,Ghost,Normal,110,76,56,85,1.0,123,Scyther,Bug,False,False
62,Scyther,123,Bug,Bug,Normal,110,80,105,70,1.0,426,Drifblim,Ghost,True,True
62,Drifblim,426,Ghost,Ghost,Normal,80,44,80,150,0.25,123,Scyther,Bug,False,False
63,Scyther,123,Bug,Bug,Normal,110,80,105,70,0.25,389,Torterra,Grass,True,True
63,Torterra,389,Grass,Grass,Normal,109,105,56,95,2.0,123,Scyther,Bug,False,False
64,Scyther,123,Bug,Bug,Normal,110,80,105,70,0.25,286,Breloom,Grass,True,True
64,Breloom,286,Grass,Grass,Normal,130,80,70,60,1.0,123,Scyther,Bug,False,False
65,Scyther,123,Bug,Bug,Normal,110,80,105,70,0.25,332,Cacturne,Grass,True,True
65,Cacturne,332,Grass,Grass,Normal,115,60,55,70,4.0,123,Scyther,Bug,False,False
66,Kartana,798,Grass,Grass,Normal,181,131,109,59,1.0,123,Scyther,Bug,True,True
66,Scyther,123,Bug,Bug,Normal,110,80,105,70,0.25,798,Kartana,Grass,False,False
67,Scyther,123,Bug,Bug,Normal,110,80,105,70,0.25,841,Flapple,Grass,True,True
67,Flapple,841,Grass,Grass,Normal,110,80,70,70,2.0,123,Scyther,Bug,False,False
68,Scyther,123,Bug,Bug,Normal,110,80,105,70,0.25,787,Tapu Bulu,Grass,True,True
68,Tapu Bulu,787,Grass,Grass,Legendary,130,115,75,70,1.0,123,Scyther,Bug,False,False
69,Scyther,123,Bug,Bug,Normal,110,80,105,70,0.25,652,Chesnaught,Grass,True,True
69,Chesnaught,652,Grass,Grass,Normal,107,122,64,88,1.0,123,Scyther,Bug,False,False
70,Scyther,123,Bug,Bug,Normal,110,80,105,70,0.0,553,Krookodile,Ground,True,True
70,Krookodile,553,Ground,Ground,Normal,117,80,92,95,2.0,123,Scyther,Bug,False,False
71,Scyther,123,Bug,Bug,Normal,110,80,105,70,0.0,464,Rhyperior,Ground,True,True
71,Rhyperior,464,Ground,Ground,Normal,140,130,40,115,1.0,123,Scyther,Bug,False,False
72,Scyther,123,Bug,Bug,Normal,110,80,105,70,0.0,750,Mudsdale,Ground,True,True
72,Mudsdale,750,Ground,Ground,Normal,125,100,35,100,1.0,123,Scyther,Bug,False,False
73,Scyther,123,Bug,Bug,Normal,110,80,105,70,0.0,383,Groudon,Ground,True,True
73,Groudon,383,Ground,Ground,Legendary,150,140,90,100,1.0,123,Scyther,Bug,False,False
74,Scyther,123,Bug,Bug,Normal,110,80,105,70,0.0,232,Donphan,Ground,True,True
74,Donphan,232,Ground,Ground,Normal,120,120,50,90,1.0,123,Scyther,Bug,False,False
75,Scyther,123,Bug,Bug,Normal,110,80,105,70,0.0,530,Excadrill,Ground,True,True
75,Excadrill,530,Ground,Ground,Normal,135,60,88,110,0.5,123,Scyther,Bug,False,False
76,Scyther,123,Bug,Bug,Normal,110,80,105,70,0.0,450,Hippowdon,Ground,True,True
76,Hippowdon,450,Ground,Ground,Normal,112,118,47,108,1.0,123,Scyther,Bug,False,False
77,Scyther,123,Bug,Bug,Normal,110,80,105,70,2.0,362,Glalie,Ice,True,True
77,Glalie,362,Ice,Ice,Normal,80,80,80,80,1.0,123,Scyther,Bug,False,False
78,Scyther,123,Bug,Bug,Normal,110,80,105,70,2.0,473,Mamoswine,Ice,True,True
78,Mamoswine,473,Ice,Ice,Normal,130,80,80,110,1.0,123,Scyther,Bug,False,False
79,Scyther,123,Bug,Bug,Normal,110,80,105,70,2.0,584,Vanilluxe,Ice,True,True
79,Vanilluxe,584,Ice,Ice,Normal,95,85,79,71,1.0,123,Scyther,Bug,False,False
80,Scyther,123,Bug,Bug,Normal,110,80,105,70,2.0,896,Glastrier,Ice,True,True
80,Glastrier,896,Ice,Ice,Legendary,145,130,30,100,1.0,123,Scyther,Bug,False,False
81,Scyther,123,Bug,Bug,Normal,110,80,105,70,2.0,866,Mr Rime,Ice,True,True
81,Mr Rime,866,Ice,Ice,Normal,85,75,70,80,2.0,123,Scyther,Bug,False,False
82,Scyther,123,Bug,Bug,Normal,110,80,105,70,2.0,614,Beartic,Ice,True,True
82,Beartic,614,Ice,Ice,Normal,130,80,50,95,1.0,123,Scyther,Bug,False,False
83,Scyther,123,Bug,Bug,Normal,110,80,105,70,2.0,365,Walrein,Ice,True,True
83,Walrein,365,Ice,Ice,Normal,80,90,65,110,1.0,123,Scyther,Bug,False,False
84,Scyther,123,Bug,Bug,Normal,110,80,105,70,1.0,335,Zangoose,Normal,True,True
84,Zangoose,335,Normal,Normal,Normal,115,60,90,73,1.0,123,Scyther,Bug,False,False
85,Scyther,123,Bug,Bug,Normal,110,80,105,70,1.0,486,Regigigas,Normal,True,True
85,Regigigas,486,Normal,Normal,Legendary,160,110,100,110,1.0,123,Scyther,Bug,False,False
86,Scyther,123,Bug,Bug,Normal,110,80,105,70,1.0,398,Staraptor,Normal,True,True
86,Staraptor,398,Normal,Normal,Normal,120,70,100,85,0.5,123,Scyther,Bug,False,False
87,Scyther,123,Bug,Bug,Normal,110,80,105,70,1.0,289,Slaking,Normal,True,True
87,Slaking,289,Normal,Normal,Normal,160,100,100,150,1.0,123,Scyther,Bug,False,False
88,Scyther,123,Bug,Bug,Normal,110,80,105,70,1.0,733,Toucannon,Normal,True,True
88,Toucannon,733,Normal,Normal,Normal,120,75,60,80,0.5,123,Scyther,Bug,False,False
89,Scyther,123,Bug,Bug,Normal,110,80,105,70,1.0,217,Ursaring,Normal,True,True
89,Ursaring,217,Normal,Normal,Normal,130,75,55,90,1.0,123,Scyther,Bug,False,False
90,Scyther,123,Bug,Bug,Normal,110,80,105,70,1.0,521,Unfezant,Normal,True,True
90,Unfezant,521,Normal,Normal,Normal,115,80,93,80,0.5,123,Scyther,Bug,False,False
91,Scyther,123,Bug,Bug,Normal,110,80,105,70,1.0,110,Weezing,Poison,True,True
91,Weezing,110,Poison,Poison,Normal,90,120,60,65,0.5,123,Scyther,Bug,False,False
92,Scyther,123,Bug,Bug,Normal,110,80,105,70,1.0,89,Muk,Poison,True,True
92,Muk,89,Poison,Poison,Normal,105,75,50,105,0.5,123,Scyther,Bug,False,False
93,Scyther,123,Bug,Bug,Normal,110,80,105,70,1.0,569,Garbodor,Poison,True,True
93,Garbodor,569,Poison,Poison,Normal,95,82,75,80,0.5,123,Scyther,Bug,False,False
94,Scyther,123,Bug,Bug,Normal,110,80,105,70,1.0,454,Toxicroak,Poison,True,True
94,Toxicroak,454,Poison,Poison,Normal,106,65,85,83,0.25,123,Scyther,Bug,False,False
95,Scyther,123,Bug,Bug,Normal,110,80,105,70,1.0,31,Nidoqueen,Poison,True,True
95,Nidoqueen,31,Poison,Poison,Normal,92,87,76,90,0.5,123,Scyther,Bug,False,False
96,Scyther,123,Bug,Bug,Normal,110,80,105,70,1.0,34,Nidoking,Poison,True,True
96,Nidoking,34,Poison,Poison,Normal,102,77,85,81,0.5,123,Scyther,Bug,False,False
97,Crobat,169,Poison,Poison,Normal,90,80,130,85,0.25,123,Scyther,Bug,True,True
97,Scyther,123,Bug,Bug,Normal,110,80,105,70,1.0,169,Crobat,Poison,False,False
98,Scyther,123,Bug,Bug,Normal,110,80,105,70,1.0,481,Mesprit,Psychic,True,True
98,Mesprit,481,Psychic,Psychic,Legendary,105,105,80,80,2.0,123,Scyther,Bug,False,False
99,Scyther,123,Bug,Bug,Normal,110,80,105,70,1.0,791,Solgaleo,Psychic,True,True
99,Solgaleo,791,Psychic,Psychic,Legendary,137,107,97,137,1.0,123,Scyther,Bug,False,False
100,Mewtwo,150,Psychic,Psychic,Legendary,110,90,130,106,2.0,123,Scyther,Bug,True,True
100,Scyther,123,Bug,Bug,Normal,110,80,105,70,1.0,150,Mewtwo,Psychic,False,False
101,Deoxys Normal,386,Psychic,Psychic,Mythical,150,50,150,50,2.0,123,Scyther,Bug,True,True
101,Scyther,123,Bug,Bug,Normal,110,80,105,70,1.0,386,Deoxys Normal,Psychic,False,False
102,Scyther,123,Bug,Bug,Normal,110,80,105,70,1.0,800,Necrozma,Psychic,True,True
102,Necrozma,800,Psychic,Psychic,Legendary,107,101,79,97,2.0,123,Scyther,Bug,False,False
103,Scyther,123,Bug,Bug,Normal,110,80,105,70,1.0,475,Gallade,Psychic,True,True
103,Gallade,475,Psychic,Psychic,Normal,125,65,80,68,1.0,123,Scyther,Bug,False,False
104,Scyther,123,Bug,Bug,Normal,110,80,105,70,1.0,151,Mew,Psychic,True,True
104,Mew,151,Psychic,Psychic,Mythical,100,100,100,100,2.0,123,Scyther,Bug,False,False
105,Scyther,123,Bug,Bug,Normal,110,80,105,70,4.0,874,Stonjourner,Rock,True,True
105,Stonjourner,874,Rock,Rock,Normal,125,135,70,100,1.0,123,Scyther,Bug,False,False
106,Archeops,567,Rock,Rock,Normal,140,65,110,75,0.5,123,Scyther,Bug,True,True
106,Scyther,123,Bug,Bug,Normal,110,80,105,70,4.0,567,Archeops,Rock,False,False
107,Terrakion,639,Rock,Rock,Legendary,129,90,108,91,0.5,123,Scyther,Bug,True,True
107,Scyther,123,Bug,Bug,Normal,110,80,105,70,4.0,639,Terrakion,Rock,False,False
108,Scyther,123,Bug,Bug,Normal,110,80,105,70,4.0,409,Rampardos,Rock,True,True
108,Rampardos,409,Rock,Rock,Normal,165,60,58,97,1.0,123,Scyther,Bug,False,False
109,Scyther,123,Bug,Bug,Normal,110,80,105,70,4.0,408,Cranidos,Rock,True,True
109,Cranidos,408,Rock,Rock,Normal,125,40,58,67,1.0,123,Scyther,Bug,False,False
110,Scyther,123,Bug,Bug,Normal,110,80,105,70,4.0,526,Gigalith,Rock,True,True
110,Gigalith,526,Rock,Rock,Normal,135,130,25,85,1.0,123,Scyther,Bug,False,False
111,Scyther,123,Bug,Bug,Normal,110,80,105,70,4.0,697,Tyrantrum,Rock,True,True
111,Tyrantrum,697,Rock,Rock,Normal,121,119,71,82,1.0,123,Scyther,Bug,False,False
112,Scyther,123,Bug,Bug,Normal,110,80,105,70,1.0,385,Jirachi,Steel,True,True
112,Jirachi,385,Steel,Steel,Mythical,100,100,100,100,1.0,123,Scyther,Bug,False,False
113,Scyther,123,Bug,Bug,Normal,110,80,105,70,1.0,376,Metagross,Steel,True,True
113,Metagross,376,Steel,Steel,Normal,135,130,70,80,1.0,123,Scyther,Bug,False,False
114,Scyther,123,Bug,Bug,Normal,110,80,105,70,1.0,680,Doublade,Steel,True,True
114,Doublade,680,Steel,Steel,Normal,110,150,35,59,0.25,123,Scyther,Bug,False,False
115,Scyther,123,Bug,Bug,Normal,110,80,105,70,1.0,809,Melmetal,Steel,True,True
115,Melmetal,809,Steel,Steel,Mythical,143,143,34,135,0.5,123,Scyther,Bug,False,False
116,Scyther,123,Bug,Bug,Normal,110,80,105,70,1.0,797,Celesteela,Steel,True,True
116,Celesteela,797,Steel,Steel,Normal,101,103,61,97,0.25,123,Scyther,Bug,False,False
117,Scyther,123,Bug,Bug,Normal,110,80,105,70,1.0,879,Copperajah,Steel,True,True
117,Copperajah,879,Steel,Steel,Normal,130,69,30,122,0.5,123,Scyther,Bug,False,False
118,Scyther,123,Bug,Bug,Normal,110,80,105,70,1.0,601,Klinklang,Steel,True,True
118,Klinklang,601,Steel,Steel,Normal,100,115,90,60,0.5,123,Scyther,Bug,False,False
119,Scyther,123,Bug,Bug,Normal,110,80,105,70,1.0,565,Carracosta,Water,True,True
119,Carracosta,565,Water,Water,Normal,108,133,32,74,1.0,123,Scyther,Bug,False,False
120,Scyther,123,Bug,Bug,Normal,110,80,105,70,1.0,130,Gyarados,Water,True,True
120,Gyarados,130,Water,Water,Normal,125,79,81,95,0.5,123,Scyther,Bug,False,False
121,Scyther,123,Bug,Bug,Normal,110,80,105,70,1.0,484,Palkia,Water,True,True
121,Palkia,484,Water,Water,Legendary,120,100,100,90,1.0,123,Scyther,Bug,False,False
122,Scyther,123,Bug,Bug,Normal,110,80,105,70,1.0,99,Kingler,Water,True,True
122,Kingler,99,Water,Water,Normal,130,115,75,55,1.0,123,Scyther,Bug,False,False
123,Scyther,123,Bug,Bug,Normal,110,80,105,70,1.0,260,Swampert,Water,True,True
123,Swampert,260,Water,Water,Normal,110,90,60,100,1.0,123,Scyther,Bug,False,False
124,Barraskewda,847,Water,Water,Normal,123,60,136,61,1.0,123,Scyther,Bug,True,True
124,Scyther,123,Bug,Bug,Normal,110,80,105,70,1.0,847,Barraskewda,Water,False,False
125,Scyther,123,Bug,Bug,Normal,110,80,105,70,1.0,98,Krabby,Water,True,True
125,Krabby,98,Water,Water,Normal,105,90,50,30,1.0,123,Scyther,Bug,False,False
126,Pheromosa,795,Bug,Bug,Normal,137,37,151,71,0.5,214,Heracross,Bug,True,True
126,Heracross,214,Bug,Bug,Normal,125,75,85,80,0.5,795,Pheromosa,Bug,False,False
127,Pheromosa,795,Bug,Bug,Normal,137,37,151,71,0.5,794,Buzzwole,Bug,True,True
127,Buzzwole,794,Bug,Bug,Normal,139,139,79,107,0.5,795,Pheromosa,Bug,False,False
128,Pheromosa,795,Bug,Bug,Normal,137,37,151,71,0.5,649,Genesect,Bug,True,True
128,Genesect,649,Bug,Bug,Mythical,120,95,99,71,0.5,795,Pheromosa,Bug,False,False
129,Pheromosa,795,Bug,Bug,Normal,137,37,151,71,0.5,589,Escavalier,Bug,True,True
129,Escavalier,589,Bug,Bug,Normal,135,105,20,70,0.5,795,Pheromosa,Bug,False,False
130,Pheromosa,795,Bug,Bug,Normal,137,37,151,71,0.5,632,Durant,Bug,True,True
130,Durant,632,Bug,Bug,Normal,109,112,109,58,0.5,795,Pheromosa,Bug,False,False
131,Pheromosa,795,Bug,Bug,Normal,137,37,151,71,0.5,635,Hydreigon,Dark,True,True
131,Hydreigon,635,Dark,Dark,Normal,105,90,98,92,2.0,795,Pheromosa,Bug,False,False
132,Pheromosa,795,Bug,Bug,Normal,137,37,151,71,0.5,359,Absol,Dark,True,True
132,Absol,359,Dark,Dark,Normal,130,60,75,65,2.0,795,Pheromosa,Bug,False,False
133,Pheromosa,795,Bug,Bug,Normal,137,37,151,71,0.5,861,Grimmsnarl,Dark,True,True
133,Grimmsnarl,861,Dark,Dark,Normal,120,65,60,95,1.0,795,Pheromosa,Bug,False,False
134,Pheromosa,795,Bug,Bug,Normal,137,37,151,71,0.5,717,Yveltal,Dark,True,True
134,Yveltal,717,Dark,Dark,Legendary,131,95,99,126,1.0,795,Pheromosa,Bug,False,False
135,Pheromosa,795,Bug,Bug,Normal,137,37,151,71,0.5,571,Zoroark,Dark,True,True
135,Zoroark,571,Dark,Dark,Normal,105,60,105,60,2.0,795,Pheromosa,Bug,False,False
136,Pheromosa,795,Bug,Bug,Normal,137,37,151,71,0.5,430,Honchkrow,Dark,True,True
136,Honchkrow,430,Dark,Dark,Normal,125,52,71,100,1.0,795,Pheromosa,Bug,False,False
137,Pheromosa,795,Bug,Bug,Normal,137,37,151,71,0.5,799,Guzzlord,Dark,True,True
137,Guzzlord,799,Dark,Dark,Normal,101,53,43,223,2.0,795,Pheromosa,Bug,False,False
138,Pheromosa,795,Bug,Bug,Normal,137,37,151,71,1.0,643,Reshiram,Dragon,True,True
138,Reshiram,643,Dragon,Dragon,Legendary,120,100,90,100,0.5,795,Pheromosa,Bug,False,False
139,Pheromosa,795,Bug,Bug,Normal,137,37,151,71,1.0,644,Zekrom,Dragon,True,True
